"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses","question_order"
"[{""page_index"":0,""viewing_time"":2098}]","2098","Instructions","COVIDCONTROL","instructions","95","684498","0.0-112.0","","",""
"","7990.320000099018","COVIDCONTROL_01","COVIDCONTROL","survey-multi-select","96","692490","0.0-113.0","{""Q0"":""Quién más vive en su casa además de usted actualmente? (puede marcar más de una alternativa)""}","{""Q0"":[""&nbsp;Esposo(a)/Pareja""]}","[0]"
"","63871","COVIDCONTROL_02","COVIDCONTROL","survey-multi-choice-vertical","97","756362","0.0-114.0","{""Q0"":""Si tuviera que elegir aquella situación que más lo(a) representa durante la pandemia del COVID-19, ¿cuál sería?""}","{""Q0"":"" Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo""}",""
"","4775","COVIDCONTROL_03","COVIDCONTROL","survey-multi-choice-vertical","98","761138","0.0-115.0","{""Q0"":""De forma general, ¿cómo describiría su estado de salud en este último tiempo? Usted diría que es:""}","{""Q0"":"" Bastante bueno""}",""
"","7598.549999995157","COVIDCONTROL_04","COVIDCONTROL","survey-multi-select","99","768738","0.0-116.0","{""Q0"":""A su alrededor, ¿ha habido diagnósticos de COVID-19? (Marque todas las alternativas que se ajusten a su realidad)""}","{""Q0"":[""&nbsp;Dentro de mi familia""]}","[0]"
"","6805","COVIDCONTROL_05","COVIDCONTROL","survey-multi-choice-vertical","100","775546","0.0-117.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Infectarse con COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","6790","COVIDCONTROL_06","COVIDCONTROL","survey-multi-choice-vertical","101","782338","0.0-118.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Muy bajo riesgo""}",""
"","5095","COVIDCONTROL_07","COVIDCONTROL","survey-multi-choice-vertical","102","787434","0.0-119.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Morir de COVID-19""}","{""Q0"":"" Muy bajo riesgo""}",""
"","4070","COVIDCONTROL_08","COVIDCONTROL","survey-multi-choice-vertical","103","791506","0.0-120.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Infectarse con COVID-19""}","{""Q0"":"" Muy alto riesgo""}",""
"","3999","COVIDCONTROL_09","COVIDCONTROL","survey-multi-choice-vertical","104","795506","0.0-121.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","4967","COVIDCONTROL_10","COVIDCONTROL","survey-multi-choice-vertical","105","800474","0.0-122.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Morir de COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","8991","COVIDCONTROL_11","COVIDCONTROL","survey-multi-choice-vertical","106","809466","0.0-123.0","{""Q0"":""Cuando compara la situación financiera de su hogar antes y después de la pandemia por COVID-19, ¿considera que ahora es mejor, peor o que se ha mantenido igual que antes?""}","{""Q0"":"" Igual""}",""
"","7847","COVIDCONTROL_12","COVIDCONTROL","survey-multi-choice-vertical","107","817314","0.0-124.0","{""Q0"":""¿Cuál de las siguientes frases describe mejor su situación laboral durante la pandemia por COVID-19?""}","{""Q0"":"" Tengo el mismo trabajo""}",""
"","9527.065000031143","COVIDCONTROL_13","COVIDCONTROL","html-slider-response-CSCN","108","826842","0.0-125.0","{""Q0"":""¿En qué medida considera que las consecuencias de la pandemia han afectado su calidad de vida?""}","{""Q0"":""3""}",""
