"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses"
"[{""page_index"":0,""viewing_time"":841}]","843","Instructions","OTRASRELIG","instructions","84","435611","0.0-98.0","",""
"","6507.2999999997555","OTRASRELIG_01","OTRASRELIG","html-slider-response-CSCN","85","442142","0.0-99.0","{""Q0"":""¿Qué tan importante considera que es Dios en su vida? ""}","{""Q0"":""1""}"
"","1840","OTRASRELIG_02","OTRASRELIG","survey-multi-choice-vertical","86","443995","0.0-100.0","{""Q0"":""¿Cree usted en Dios?""}","{""Q0"":"" No""}"
"","2747","OTRASRELIG_03","OTRASRELIG","survey-multi-choice-vertical","87","446753","0.0-101.0","{""Q0"":""¿Cree usted en la vida después de la muerte?""}","{""Q0"":"" Sí""}"
"","2207","OTRASRELIG_04","OTRASRELIG","survey-multi-choice-vertical","88","448973","0.0-102.0","{""Q0"":""¿Cree usted en el Infierno?""}","{""Q0"":"" No""}"
"","1823","OTRASRELIG_05","OTRASRELIG","survey-multi-choice-vertical","89","450811","0.0-103.0","{""Q0"":""¿Cree usted en el Cielo?""}","{""Q0"":"" Sí""}"
"","4613","OTRASRELIG_06","OTRASRELIG","survey-multi-choice-vertical","90","455448","0.0-104.0","{""Q0"":""Fui criado(a)""}","{""Q0"":"" Religioso(a), Católico(a)""}"
"","5499","OTRASRELIG_08","OTRASRELIG","survey-multi-choice-vertical","91","460972","0.0-106.0","{""Q0"":""¿Cuál de los siguientes corresponde a su preferencia y/o afiliación religiosa?""}","{""Q0"":"" Católico(a)""}"
"","4009","OTRASRELIG_10","OTRASRELIG","survey-multi-choice-vertical","92","465005","0.0-108.0","{""Q0"":""¿Su familia y/o amigos pertenecen a su mismo grupo religioso?""}","{""Q0"":"" La gran mayoría""}"
"","6553","OTRASRELIG_11","OTRASRELIG","survey-multi-choice-vertical","93","471588","0.0-109.0","{""Q0"":""Sin considerar matrimonios y funerales, y sin considerar el periodo de pandemia, ¿qué tan seguido asiste a servicios religiosos?""}","{""Q0"":"" Nunca, o practicamente nunca""}"
