"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses","question_order"
"[{""page_index"":0,""viewing_time"":1095}]","1097","Instructions","COVIDCONTROL","instructions","96","409879","0.0-112.0","","",""
"","6922.900000005029","COVIDCONTROL_01","COVIDCONTROL","survey-multi-select","97","416833","0.0-113.0","{""Q0"":""Quién más vive en su casa además de usted actualmente? (puede marcar más de una alternativa)""}","{""Q0"":[""&nbsp;Vivo solo(a)""]}","[0]"
"","92149","COVIDCONTROL_02","COVIDCONTROL","survey-multi-choice-vertical","98","509008","0.0-114.0","{""Q0"":""Si tuviera que elegir aquella situación que más lo(a) representa durante la pandemia del COVID-19, ¿cuál sería?""}","{""Q0"":"" Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud)""}",""
"","6563","COVIDCONTROL_03","COVIDCONTROL","survey-multi-choice-vertical","99","515596","0.0-115.0","{""Q0"":""De forma general, ¿cómo describiría su estado de salud en este último tiempo? Usted diría que es:""}","{""Q0"":"" Malo""}",""
"","110483.99999993853","COVIDCONTROL_04","COVIDCONTROL","survey-multi-select","100","626124","0.0-116.0","{""Q0"":""A su alrededor, ¿ha habido diagnósticos de COVID-19? (Marque todas las alternativas que se ajusten a su realidad)""}","{""Q0"":[""&nbsp;En mi país"",""&nbsp;En mi provincia o región"",""&nbsp;En mi ciudad"",""&nbsp;Dentro de mis conocidos"",""&nbsp;Dentro de mis amigos cercanos"",""&nbsp;Dentro de mi familia""]}","[0]"
"","7314","COVIDCONTROL_05","COVIDCONTROL","survey-multi-choice-vertical","101","633464","0.0-117.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Infectarse con COVID-19""}","{""Q0"":"" Bajo riesgo""}",""
"","6141","COVIDCONTROL_06","COVIDCONTROL","survey-multi-choice-vertical","102","639636","0.0-118.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Bajo riesgo""}",""
"","3749","COVIDCONTROL_07","COVIDCONTROL","survey-multi-choice-vertical","103","643413","0.0-119.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Morir de COVID-19""}","{""Q0"":"" Bajo riesgo""}",""
"","5860","COVIDCONTROL_08","COVIDCONTROL","survey-multi-choice-vertical","104","649302","0.0-120.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Infectarse con COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","2535","COVIDCONTROL_09","COVIDCONTROL","survey-multi-choice-vertical","105","651867","0.0-121.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","2645","COVIDCONTROL_10","COVIDCONTROL","survey-multi-choice-vertical","106","654540","0.0-122.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Morir de COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","8340","COVIDCONTROL_11","COVIDCONTROL","survey-multi-choice-vertical","107","662903","0.0-123.0","{""Q0"":""Cuando compara la situación financiera de su hogar antes y después de la pandemia por COVID-19, ¿considera que ahora es mejor, peor o que se ha mantenido igual que antes?""}","{""Q0"":"" Peor""}",""
"","11321","COVIDCONTROL_12","COVIDCONTROL","survey-multi-choice-vertical","108","674252","0.0-124.0","{""Q0"":""¿Cuál de las siguientes frases describe mejor su situación laboral durante la pandemia por COVID-19?""}","{""Q0"":"" Perdí mi trabajo temporalmente (congelamiento de contrato o similar)""}",""
"","6055.599999963306","COVIDCONTROL_13","COVIDCONTROL","html-slider-response-CSCN","109","680317","0.0-125.0","{""Q0"":""¿En qué medida considera que las consecuencias de la pandemia han afectado su calidad de vida?""}","{""Q0"":""2""}",""
