"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses"
"[{""page_index"":0,""viewing_time"":11971}]","11972","Instructions","instructions","0","11973","0.0-0.0","",""
"","42657","EAR_01","survey-multi-choice-vertical","1","54635","0.0-1.0","{""Q0"":""Siento que soy una persona digna de aprecio, al menos en igual medida que los demás.""}","{""Q0"":"" Muy en desacuerdo""}"
"","6317","EAR_02","survey-multi-choice-vertical","2","60953","0.0-2.0","{""Q0"":""Creo que tengo un buen número de cualidades.""}","{""Q0"":"" Muy en desacuerdo""}"
"","18868","EAR_03","survey-multi-choice-vertical","3","79824","0.0-3.0","{""Q0"":""En general, me inclino a pensar que soy un/a fracasado/a.""}","{""Q0"":"" De acuerdo""}"
"","9635","EAR_04","survey-multi-choice-vertical","4","89462","0.0-4.0","{""Q0"":""Soy capaz de hacer las cosas tan bien como la mayoría de la gente.""}","{""Q0"":"" De acuerdo""}"
"","14652","EAR_05","survey-multi-choice-vertical","5","104115","0.0-5.0","{""Q0"":""Siento que no tengo muchos motivos para sentirme orgulloso/a de mi.""}","{""Q0"":"" De acuerdo""}"
"","18595","EAR_06","survey-multi-choice-vertical","6","122711","0.0-6.0","{""Q0"":""Tengo una actitud positiva hacia mí mismo/a.""}","{""Q0"":"" Muy en desacuerdo""}"
"","6566","EAR_07","survey-multi-choice-vertical","7","129280","0.0-7.0","{""Q0"":""En general, estoy satisfecho conmigo mismo/a.""}","{""Q0"":"" En desacuerdo""}"
"","6051","EAR_08","survey-multi-choice-vertical","8","135333","0.0-8.0","{""Q0"":""Desearía valorarme más a mi mismo/a.""}","{""Q0"":"" Muy de acuerdo""}"
"","12436","EAR_09","survey-multi-choice-vertical","9","147771","0.0-9.0","{""Q0"":""A veces me siento verdaderamente inútil.""}","{""Q0"":"" De acuerdo""}"
"","5117","EAR_10","survey-multi-choice-vertical","10","152890","0.0-10.0","{""Q0"":""A veces pienso que no soy bueno/a para nada.""}","{""Q0"":"" De acuerdo""}"
