"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses"
"[{""page_index"":0,""viewing_time"":2411}]","2412","Instructions","OTRASRELIG","instructions","84","769561","0.0-98.0","",""
"","8522.799999991548","OTRASRELIG_01","OTRASRELIG","html-slider-response-CSCN","85","778112","0.0-99.0","{""Q0"":""¿Qué tan importante considera que es Dios en su vida? ""}","{""Q0"":""1""}"
"","2402","OTRASRELIG_02","OTRASRELIG","survey-multi-choice-vertical","86","780523","0.0-100.0","{""Q0"":""¿Cree usted en Dios?""}","{""Q0"":"" No""}"
"","2829","OTRASRELIG_03","OTRASRELIG","survey-multi-choice-vertical","87","783362","0.0-101.0","{""Q0"":""¿Cree usted en la vida después de la muerte?""}","{""Q0"":"" No""}"
"","2152","OTRASRELIG_04","OTRASRELIG","survey-multi-choice-vertical","88","785524","0.0-102.0","{""Q0"":""¿Cree usted en el Infierno?""}","{""Q0"":"" No""}"
"","2056","OTRASRELIG_05","OTRASRELIG","survey-multi-choice-vertical","89","787591","0.0-103.0","{""Q0"":""¿Cree usted en el Cielo?""}","{""Q0"":"" No""}"
"","5280","OTRASRELIG_06","OTRASRELIG","survey-multi-choice-vertical","90","792887","0.0-104.0","{""Q0"":""Fui criado(a)""}","{""Q0"":"" No religioso(a)""}"
"","6183","OTRASRELIG_08","OTRASRELIG","survey-multi-choice-vertical","91","799089","0.0-106.0","{""Q0"":""¿Cuál de los siguientes corresponde a su preferencia y/o afiliación religiosa?""}","{""Q0"":"" No tengo una preferencia y/o afiliación religiosa""}"
"","18833","OTRASRELIG_10","OTRASRELIG","survey-multi-choice-vertical","92","817940","0.0-108.0","{""Q0"":""¿Su familia y/o amigos pertenecen a su mismo grupo religioso?""}","{""Q0"":"" Casi nadie o nadie""}"
"","10213","OTRASRELIG_11","OTRASRELIG","survey-multi-choice-vertical","93","828182","0.0-109.0","{""Q0"":""Sin considerar matrimonios y funerales, y sin considerar el periodo de pandemia, ¿qué tan seguido asiste a servicios religiosos?""}","{""Q0"":"" Nunca, o practicamente nunca""}"
