"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses"
"[{""page_index"":0,""viewing_time"":3363}]","3364","Instructions","OTRASRELIG","instructions","84","1121419","0.0-98.0","",""
"","9650","OTRASRELIG_01","OTRASRELIG","html-slider-response-CSCN","85","1131087","0.0-99.0","{""Q0"":""¿Qué tan importante considera que es Dios en su vida? ""}","{""Q0"":""2""}"
"","2049","OTRASRELIG_02","OTRASRELIG","survey-multi-choice-vertical","86","1133140","0.0-100.0","{""Q0"":""¿Cree usted en Dios?""}","{""Q0"":"" No""}"
"","2312","OTRASRELIG_03","OTRASRELIG","survey-multi-choice-vertical","87","1135454","0.0-101.0","{""Q0"":""¿Cree usted en la vida después de la muerte?""}","{""Q0"":"" Sí""}"
"","1776","OTRASRELIG_04","OTRASRELIG","survey-multi-choice-vertical","88","1137232","0.0-102.0","{""Q0"":""¿Cree usted en el Infierno?""}","{""Q0"":"" No""}"
"","1815","OTRASRELIG_05","OTRASRELIG","survey-multi-choice-vertical","89","1139049","0.0-103.0","{""Q0"":""¿Cree usted en el Cielo?""}","{""Q0"":"" No""}"
"","5448","OTRASRELIG_06","OTRASRELIG","survey-multi-choice-vertical","90","1144500","0.0-104.0","{""Q0"":""Fui criado(a)""}","{""Q0"":"" Religioso(a), Católico(a)""}"
"","7737","OTRASRELIG_08","OTRASRELIG","survey-multi-choice-vertical","91","1152241","0.0-106.0","{""Q0"":""¿Cuál de los siguientes corresponde a su preferencia y/o afiliación religiosa?""}","{""Q0"":"" Católico(a)""}"
"","57220","OTRASRELIG_10","OTRASRELIG","survey-multi-choice-vertical","92","1209464","0.0-108.0","{""Q0"":""¿Su familia y/o amigos pertenecen a su mismo grupo religioso?""}","{""Q0"":"" La gran mayoría""}"
"","13561","OTRASRELIG_11","OTRASRELIG","survey-multi-choice-vertical","93","1223028","0.0-109.0","{""Q0"":""Sin considerar matrimonios y funerales, y sin considerar el periodo de pandemia, ¿qué tan seguido asiste a servicios religiosos?""}","{""Q0"":"" Nunca, o practicamente nunca""}"
