"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses"
"[{""page_index"":0,""viewing_time"":4078}]","4085","Instructions","instructions","0","4090","0.0-0.0","",""
"","7298","PSS_01","survey-multi-choice-vertical","1","11413","0.0-1.0","{""Q0"":""1. En el último mes, ¿con qué frecuencia ha estado afectado/a por algo que ha ocurrido inesperadamente?""}","{""Q0"":"" A menudo""}"
"","5872","PSS_02","survey-multi-choice-vertical","2","17301","0.0-2.0","{""Q0"":""2. En el último mes, ¿con qué frecuencia se ha sentido incapaz de controlar las cosas importantes en su vida?""}","{""Q0"":"" Muy a menudo""}"
"","6098","PSS_03","survey-multi-choice-vertical","3","23409","0.0-3.0","{""Q0"":""3. En el último mes, ¿con qué frecuencia se ha sentido nervioso/a o estresado/a?""}","{""Q0"":"" Muy a menudo""}"
"","9189","PSS_04","survey-multi-choice-vertical","4","32611","0.0-4.0","{""Q0"":""4. En el último mes, ¿con qué frecuencia ha manejado con éxito los pequeños problemas irritantes de la vida?""}","{""Q0"":"" De vez en cuando""}"
"","20371","PSS_05","survey-multi-choice-vertical","5","52993","0.0-5.0","{""Q0"":""5. En el último mes, ¿con qué frecuencia ha sentido que ha afrontado efectivamente los cambios importantes que han estado ocurriendo en su vida?""}","{""Q0"":"" De vez en cuando""}"
"","11380","PSS_06","survey-multi-choice-vertical","6","64384","0.0-6.0","{""Q0"":""6. En el último mes, ¿con qué frecuencia ha estado seguro/a sobre su capacidad para manejar sus problemas personales?""}","{""Q0"":"" A menudo""}"
"","6097","PSS_07","survey-multi-choice-vertical","7","70491","0.0-7.0","{""Q0"":""7. En el último mes, ¿con qué frecuencia ha sentido que las cosas le van bien?""}","{""Q0"":"" De vez en cuando""}"
"","8598","PSS_08","survey-multi-choice-vertical","8","79100","0.0-8.0","{""Q0"":""8. En el último mes, ¿con qué frecuencia ha sentido que no podía afrontar todas las cosas que tenía que hacer?""}","{""Q0"":"" De vez en cuando""}"
"","6357","PSS_09","survey-multi-choice-vertical","9","85468","0.0-9.0","{""Q0"":""9. En el último mes, ¿con qué frecuencia ha podido controlar las dificultades de su vida?""}","{""Q0"":"" A menudo""}"
"","5552","PSS_10","survey-multi-choice-vertical","10","91029","0.0-10.0","{""Q0"":""10. En el último mes, ¿con qué frecuencia se ha sentido al control de todo?""}","{""Q0"":"" Casi nunca""}"
"","9672","PSS_11","survey-multi-choice-vertical","11","100712","0.0-11.0","{""Q0"":""11. En el último mes, ¿con qué frecuencia ha estado enfadado/a porque las cosas que le han ocurrido estaban fuera de su control?""}","{""Q0"":"" A menudo""}"
"","13351","PSS_12","survey-multi-choice-vertical","12","114077","0.0-12.0","{""Q0"":""12. En el último mes, ¿con qué frecuencia ha pensado sobre las cosas que le quedan por lograr?""}","{""Q0"":"" De vez en cuando""}"
"","12526","PSS_13","survey-multi-choice-vertical","13","126616","0.0-13.0","{""Q0"":""13. En el último mes, ¿con qué frecuencia ha podido controlar la forma de pasar el tiempo?""}","{""Q0"":"" De vez en cuando""}"
"","8621","PSS_14","survey-multi-choice-vertical","14","135248","0.0-14.0","{""Q0"":""14. En el último mes, ¿con qué frecuencia ha sentido que las dificultades se acumulan tanto que no puede superarlas?""}","{""Q0"":"" A menudo""}"
