"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses"
"[{""page_index"":0,""viewing_time"":2697}]","2699","Instructions","OTRASRELIG","instructions","84","1104707","0.0-98.0","",""
"","22982.300000003306","OTRASRELIG_01","OTRASRELIG","html-slider-response-CSCN","85","1127763","0.0-99.0","{""Q0"":""¿Qué tan importante considera que es Dios en su vida? ""}","{""Q0"":""2""}"
"","3667","OTRASRELIG_02","OTRASRELIG","survey-multi-choice-vertical","86","1131444","0.0-100.0","{""Q0"":""¿Cree usted en Dios?""}","{""Q0"":"" Sí""}"
"","8492","OTRASRELIG_03","OTRASRELIG","survey-multi-choice-vertical","87","1139952","0.0-101.0","{""Q0"":""¿Cree usted en la vida después de la muerte?""}","{""Q0"":"" No""}"
"","2196","OTRASRELIG_04","OTRASRELIG","survey-multi-choice-vertical","88","1142161","0.0-102.0","{""Q0"":""¿Cree usted en el Infierno?""}","{""Q0"":"" No""}"
"","1869","OTRASRELIG_05","OTRASRELIG","survey-multi-choice-vertical","89","1144041","0.0-103.0","{""Q0"":""¿Cree usted en el Cielo?""}","{""Q0"":"" No""}"
"","8216","OTRASRELIG_06","OTRASRELIG","survey-multi-choice-vertical","90","1152278","0.0-104.0","{""Q0"":""Fui criado(a)""}","{""Q0"":"" Religioso(a), de otra afiliación.""}"
"","5587","OTRASRELIG_07","OTRASRELIG","survey-text","91","1157907","0.0-105.0-0.0","{""Q0"":""¿Cuál es su religión?""}","{""Q0"":""Ninguna""}"
"","8836","OTRASRELIG_08","OTRASRELIG","survey-multi-choice-vertical","92","1166768","0.0-106.0","{""Q0"":""¿Cuál de los siguientes corresponde a su preferencia y/o afiliación religiosa?""}","{""Q0"":"" No tengo una preferencia y/o afiliación religiosa""}"
"","11052","OTRASRELIG_10","OTRASRELIG","survey-multi-choice-vertical","93","1177839","0.0-108.0","{""Q0"":""¿Su familia y/o amigos pertenecen a su mismo grupo religioso?""}","{""Q0"":"" Casi nadie o nadie""}"
"","20681","OTRASRELIG_11","OTRASRELIG","survey-multi-choice-vertical","94","1198555","0.0-109.0","{""Q0"":""Sin considerar matrimonios y funerales, y sin considerar el periodo de pandemia, ¿qué tan seguido asiste a servicios religiosos?""}","{""Q0"":"" Nunca, o practicamente nunca""}"
