"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses"
"[{""page_index"":0,""viewing_time"":3823}]","3823","Instructions","OTRASRELIG","instructions","84","1018784","0.0-98.0","",""
"","23702","OTRASRELIG_01","OTRASRELIG","html-slider-response-CSCN","85","1042508","0.0-99.0","{""Q0"":""¿Qué tan importante considera que es Dios en su vida? ""}","{""Q0"":""2""}"
"","14714","OTRASRELIG_02","OTRASRELIG","survey-multi-choice-vertical","86","1057230","0.0-100.0","{""Q0"":""¿Cree usted en Dios?""}","{""Q0"":"" No""}"
"","27547","OTRASRELIG_03","OTRASRELIG","survey-multi-choice-vertical","87","1084785","0.0-101.0","{""Q0"":""¿Cree usted en la vida después de la muerte?""}","{""Q0"":"" Sí""}"
"","7603","OTRASRELIG_04","OTRASRELIG","survey-multi-choice-vertical","88","1092398","0.0-102.0","{""Q0"":""¿Cree usted en el Infierno?""}","{""Q0"":"" No""}"
"","5319","OTRASRELIG_05","OTRASRELIG","survey-multi-choice-vertical","89","1097724","0.0-103.0","{""Q0"":""¿Cree usted en el Cielo?""}","{""Q0"":"" No""}"
"","12637","OTRASRELIG_06","OTRASRELIG","survey-multi-choice-vertical","90","1110374","0.0-104.0","{""Q0"":""Fui criado(a)""}","{""Q0"":"" Religioso(a), Católico(a)""}"
"","11166","OTRASRELIG_08","OTRASRELIG","survey-multi-choice-vertical","91","1121556","0.0-106.0","{""Q0"":""¿Cuál de los siguientes corresponde a su preferencia y/o afiliación religiosa?""}","{""Q0"":"" Católico(a)""}"
"","15988","OTRASRELIG_10","OTRASRELIG","survey-multi-choice-vertical","92","1137558","0.0-108.0","{""Q0"":""¿Su familia y/o amigos pertenecen a su mismo grupo religioso?""}","{""Q0"":"" Solo algunos""}"
"","12369","OTRASRELIG_11","OTRASRELIG","survey-multi-choice-vertical","93","1149947","0.0-109.0","{""Q0"":""Sin considerar matrimonios y funerales, y sin considerar el periodo de pandemia, ¿qué tan seguido asiste a servicios religiosos?""}","{""Q0"":"" Nunca, o practicamente nunca""}"
