"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","stimulus","responses"
"true","fullscreen","0","2241","0.0-0.0","","","","",""
"","instructions","1","4096","0.0-1.0","[{""page_index"":0,""viewing_time"":1853}]","1854","Instructions","",""
"","survey-multi-choice-vertical","2","17765","0.0-2.0","","13662","EAR_01","{""Q0"":""Siento que soy una persona digna de aprecio, al menos en igual medida que los demás.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","3","27210","0.0-3.0","","9442","EAR_02","{""Q0"":""Creo que tengo un buen número de cualidades.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","4","43983","0.0-4.0","","16769","EAR_03","{""Q0"":""En general, me inclino a pensar que soy un/a fracasado/a.""}","{""Q0"":"" Muy en desacuerdo""}"
"","survey-multi-choice-vertical","5","50307","0.0-5.0","","6321","EAR_04","{""Q0"":""Soy capaz de hacer las cosas tan bien como la mayoría de la gente.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","6","63104","0.0-6.0","","12792","EAR_05","{""Q0"":""Siento que no tengo muchos motivos para sentirme orgulloso/a de mi.""}","{""Q0"":"" Muy en desacuerdo""}"
"","survey-multi-choice-vertical","7","69010","0.0-7.0","","5902","EAR_06","{""Q0"":""Tengo una actitud positiva hacia mí mismo/a.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","8","75956","0.0-8.0","","6941","EAR_07","{""Q0"":""En general, estoy satisfecho conmigo mismo/a.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","9","86978","0.0-9.0","","11018","EAR_08","{""Q0"":""Desearía valorarme más a mi mismo/a.""}","{""Q0"":"" Muy en desacuerdo""}"
"","survey-multi-choice-vertical","10","92197","0.0-10.0","","5214","EAR_09","{""Q0"":""A veces me siento verdaderamente inútil.""}","{""Q0"":"" Muy en desacuerdo""}"
"","survey-multi-choice-vertical","11","99397","0.0-11.0","","7196","EAR_10","{""Q0"":""A veces pienso que no soy bueno/a para nada.""}","{""Q0"":"" Muy en desacuerdo""}"
