"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","stimulus","responses"
"true","fullscreen","0","4260","0.0-0.0","","","","",""
"","instructions","1","9047","0.0-1.0","[{""page_index"":0,""viewing_time"":4786}]","4786","Instructions","",""
"","survey-multi-choice-vertical","2","13089","0.0-2.0","","4036","SASS_01","{""Q0"":""1. ¿Tiene usted algún trabajo?""}","{""Q0"":"" Si""}"
"","survey-multi-choice-vertical","3","20222","0.0-3.0-0.0","","7126","SASS_02","{""Q0"":""2. ¿Qué tan interesado/a está en su trabajo?""}","{""Q0"":"" Poco""}"
"","survey-multi-choice-vertical","4","27434","0.0-5.0","","7205","SASS_04","{""Q0"":""3. Realiza estas actividades, con: ""}","{""Q0"":"" Algo de gozo""}"
"","survey-multi-choice-vertical","5","36554","0.0-6.0","","9114","SASS_05","{""Q0"":""4. ¿Está interesado/a en pasatiempos/ocio?""}","{""Q0"":"" Poco""}"
"","survey-multi-choice-vertical","6","46756","0.0-7.0","","10195","SASS_06","{""Q0"":""5. La calidad de tu tiempo libre es:""}","{""Q0"":"" Buena""}"
"","survey-multi-choice-vertical","7","54377","0.0-8.0","","7614","SASS_07","{""Q0"":""6. ¿Con qué frecuencia usted busca contacto con los miembros de su familia? (Cónyuges, Hijos, Padres, etc.)""}","{""Q0"":"" Frecuentemente""}"
"","survey-multi-choice-vertical","8","59966","0.0-9.0","","5584","SASS_08","{""Q0"":""7. El estado de relaciones de su familia es:""}","{""Q0"":"" Muy bueno""}"
"","survey-multi-choice-vertical","9","66659","0.0-10.0","","6686","SASS_09","{""Q0"":""8- Fuera de su familia, ¿tiene relaciones con:""}","{""Q0"":"" Algunas personas?""}"
"","survey-multi-choice-vertical","10","73939","0.0-11.0","","7273","SASS_10","{""Q0"":""9. ¿Intenta formar relaciones con otras personas:""}","{""Q0"":"" Pasivamente?""}"
"","survey-multi-choice-vertical","11","81379","0.0-12.0","","7433","SASS_11","{""Q0"":""10. ¿En general, cómo valora sus relaciones con otras personas?""}","{""Q0"":"" Muy buena""}"
"","survey-multi-choice-vertical","12","93719","0.0-13.0","","12334","SASS_12","{""Q0"":""11. ¿Qué valor le otorga a sus relaciones con otras personas?""}","{""Q0"":"" Gran valor""}"
"","survey-multi-choice-vertical","13","104627","0.0-14.0","","10905","SASS_13","{""Q0"":""12. ¿Qué tan a menudo las personas en su círculo social buscan tomar contacto con usted?""}","{""Q0"":"" A menudo""}"
"","survey-multi-choice-vertical","14","116792","0.0-15.0","","12161","SASS_14","{""Q0"":""13. ¿Se preocupa de las normas sociales, las buenas maneras, la cortesía, etc.?""}","{""Q0"":"" Siempre""}"
"","survey-multi-choice-vertical","15","130061","0.0-16.0","","13262","SASS_15","{""Q0"":""14. ¿Hasta qué punto está usted involucrado/a en la vida comunitaria (Club, etc.)""}","{""Q0"":"" Levemente""}"
"","survey-multi-choice-vertical","16","139574","0.0-17.0","","9506","SASS_16","{""Q0"":""15. ¿Le gusta buscar información acerca de cosas, situaciones, y personas para mejorar su comprensión de ellos?""}","{""Q0"":"" No mucho""}"
"","survey-multi-choice-vertical","17","149621","0.0-18.0","","10040","SASS_17","{""Q0"":""16. ¿Está interesado/a en información científica, técnica o cultural?""}","{""Q0"":"" Levemente""}"
"","survey-multi-choice-vertical","18","162780","0.0-19.0","","13156","SASS_18","{""Q0"":""17. ¿Con qué frecuencia encuentra dificultad para expresar su opinión a las personas?""}","{""Q0"":"" Nunca""}"
"","survey-multi-choice-vertical","19","169647","0.0-20.0","","6860","SASS_19","{""Q0"":""18. ¿Con qué frecuencia se siente rechazado/a o excluido/a de su círculo?""}","{""Q0"":"" Nunca""}"
"","survey-multi-choice-vertical","20","176029","0.0-21.0","","6374","SASS_20","{""Q0"":""19. ¿Qué tan importante considera su apariencia física?""}","{""Q0"":"" Mucho""}"
"","survey-multi-choice-vertical","21","185343","0.0-22.0","","9307","SASS_21","{""Q0"":""20. ¿En qué grado tiene dificultades para manejar sus recursos e ingresos económicos?""}","{""Q0"":"" Nunca""}"
"","survey-multi-choice-vertical","22","195904","0.0-23.0","","10555","SASS_22","{""Q0"":""21. ¿Se siente capaz de organizar su entorno de acuerdo a sus deseos y necesidades?""}","{""Q0"":"" Moderadamente""}"
