"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses"
"[{""page_index"":0,""viewing_time"":1926}]","1927","Instructions","OTRASRELIG","instructions","84","889158","0.0-98.0","",""
"","22003","OTRASRELIG_01","OTRASRELIG","html-slider-response-CSCN","85","911183","0.0-99.0","{""Q0"":""¿Qué tan importante considera que es Dios en su vida? ""}","{""Q0"":""1""}"
"","4415","OTRASRELIG_02","OTRASRELIG","survey-multi-choice-vertical","86","915603","0.0-100.0","{""Q0"":""¿Cree usted en Dios?""}","{""Q0"":"" No""}"
"","5512","OTRASRELIG_03","OTRASRELIG","survey-multi-choice-vertical","87","921119","0.0-101.0","{""Q0"":""¿Cree usted en la vida después de la muerte?""}","{""Q0"":"" No""}"
"","5001","OTRASRELIG_04","OTRASRELIG","survey-multi-choice-vertical","88","926126","0.0-102.0","{""Q0"":""¿Cree usted en el Infierno?""}","{""Q0"":"" No""}"
"","4522","OTRASRELIG_05","OTRASRELIG","survey-multi-choice-vertical","89","930654","0.0-103.0","{""Q0"":""¿Cree usted en el Cielo?""}","{""Q0"":"" No""}"
"","15390","OTRASRELIG_06","OTRASRELIG","survey-multi-choice-vertical","90","946055","0.0-104.0","{""Q0"":""Fui criado(a)""}","{""Q0"":"" Religioso(a), Católico(a)""}"
"","10193","OTRASRELIG_08","OTRASRELIG","survey-multi-choice-vertical","91","956260","0.0-106.0","{""Q0"":""¿Cuál de los siguientes corresponde a su preferencia y/o afiliación religiosa?""}","{""Q0"":"" No tengo una preferencia y/o afiliación religiosa""}"
"","11264","OTRASRELIG_10","OTRASRELIG","survey-multi-choice-vertical","92","967539","0.0-108.0","{""Q0"":""¿Su familia y/o amigos pertenecen a su mismo grupo religioso?""}","{""Q0"":"" Casi nadie o nadie""}"
"","17492","OTRASRELIG_11","OTRASRELIG","survey-multi-choice-vertical","93","985051","0.0-109.0","{""Q0"":""Sin considerar matrimonios y funerales, y sin considerar el periodo de pandemia, ¿qué tan seguido asiste a servicios religiosos?""}","{""Q0"":"" Nunca, o practicamente nunca""}"
