"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses","question_order"
"[{""page_index"":0,""viewing_time"":3308}]","3309","Instructions","COVIDCONTROL","instructions","95","642435","0.0-112.0","","",""
"","15532.89999999106","COVIDCONTROL_01","COVIDCONTROL","survey-multi-select","96","657985","0.0-113.0","{""Q0"":""Quién más vive en su casa además de usted actualmente? (puede marcar más de una alternativa)""}","{""Q0"":[""&nbsp;Hijo/a(s)"",""&nbsp;Mascota(s)"",""&nbsp;Esposo(a)/Pareja""]}","[0]"
"","36526","COVIDCONTROL_02","COVIDCONTROL","survey-multi-choice-vertical","97","694524","0.0-114.0","{""Q0"":""Si tuviera que elegir aquella situación que más lo(a) representa durante la pandemia del COVID-19, ¿cuál sería?""}","{""Q0"":"" Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.""}",""
"","9426","COVIDCONTROL_03","COVIDCONTROL","survey-multi-choice-vertical","98","703964","0.0-115.0","{""Q0"":""De forma general, ¿cómo describiría su estado de salud en este último tiempo? Usted diría que es:""}","{""Q0"":"" Ni bueno ni malo""}",""
"","14092.699999921024","COVIDCONTROL_04","COVIDCONTROL","survey-multi-select","99","718076","0.0-116.0","{""Q0"":""A su alrededor, ¿ha habido diagnósticos de COVID-19? (Marque todas las alternativas que se ajusten a su realidad)""}","{""Q0"":[""&nbsp;Dentro de mis conocidos""]}","[0]"
"","5754","COVIDCONTROL_05","COVIDCONTROL","survey-multi-choice-vertical","100","723842","0.0-117.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Infectarse con COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","9735","COVIDCONTROL_06","COVIDCONTROL","survey-multi-choice-vertical","101","733589","0.0-118.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","10163","COVIDCONTROL_07","COVIDCONTROL","survey-multi-choice-vertical","102","743767","0.0-119.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Morir de COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","7123","COVIDCONTROL_08","COVIDCONTROL","survey-multi-choice-vertical","103","750902","0.0-120.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Infectarse con COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","4821","COVIDCONTROL_09","COVIDCONTROL","survey-multi-choice-vertical","104","755734","0.0-121.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Muy alto riesgo""}",""
"","5036","COVIDCONTROL_10","COVIDCONTROL","survey-multi-choice-vertical","105","760780","0.0-122.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Morir de COVID-19""}","{""Q0"":"" Muy alto riesgo""}",""
"","7364","COVIDCONTROL_11","COVIDCONTROL","survey-multi-choice-vertical","106","768154","0.0-123.0","{""Q0"":""Cuando compara la situación financiera de su hogar antes y después de la pandemia por COVID-19, ¿considera que ahora es mejor, peor o que se ha mantenido igual que antes?""}","{""Q0"":"" Igual""}",""
"","6523","COVIDCONTROL_12","COVIDCONTROL","survey-multi-choice-vertical","107","774689","0.0-124.0","{""Q0"":""¿Cuál de las siguientes frases describe mejor su situación laboral durante la pandemia por COVID-19?""}","{""Q0"":"" Tengo el mismo trabajo""}",""
"","12805.200000060722","COVIDCONTROL_13","COVIDCONTROL","html-slider-response-CSCN","108","787501","0.0-125.0","{""Q0"":""¿En qué medida considera que las consecuencias de la pandemia han afectado su calidad de vida?""}","{""Q0"":""5""}",""
