"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","stimulus","responses"
"true","fullscreen","0","873","0.0-0.0","","","","",""
"","instructions","1","2067","0.0-1.0","[{""page_index"":0,""viewing_time"":1190}]","1192","Instructions","",""
"","survey-multi-choice-vertical","2","8279","0.0-2.0","","6202","EAR_01","{""Q0"":""Siento que soy una persona digna de aprecio, al menos en igual medida que los demás.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","3","11078","0.0-3.0","","2793","EAR_02","{""Q0"":""Creo que tengo un buen número de cualidades.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","4","14153","0.0-4.0","","3068","EAR_03","{""Q0"":""En general, me inclino a pensar que soy un/a fracasado/a.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","5","16674","0.0-5.0","","2515","EAR_04","{""Q0"":""Soy capaz de hacer las cosas tan bien como la mayoría de la gente.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","6","25719","0.0-6.0","","9037","EAR_05","{""Q0"":""Siento que no tengo muchos motivos para sentirme orgulloso/a de mi.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","7","28188","0.0-7.0","","2461","EAR_06","{""Q0"":""Tengo una actitud positiva hacia mí mismo/a.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","8","34112","0.0-8.0","","5916","EAR_07","{""Q0"":""En general, estoy satisfecho conmigo mismo/a.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","9","36447","0.0-9.0","","2328","EAR_08","{""Q0"":""Desearía valorarme más a mi mismo/a.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","10","39164","0.0-10.0","","2708","EAR_09","{""Q0"":""A veces me siento verdaderamente inútil.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","11","43712","0.0-11.0","","4541","EAR_10","{""Q0"":""A veces pienso que no soy bueno/a para nada.""}","{""Q0"":"" En desacuerdo""}"
