"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses","question_order"
"[{""page_index"":0,""viewing_time"":3331}]","3332","Instructions","instructions","0","3334","0.0-0.0","","",""
"","13280.375000002095","COVIDCONTROL_01","survey-multi-select","1","16618","0.0-1.0","{""Q0"":""Quién más vive en su casa además de usted actualmente? (puede marcar más de una alternativa)""}","{""Q0"":[""&nbsp;Hijo/a(s)"",""&nbsp;Mascota(s)"",""&nbsp;Esposo(a)/Pareja""]}","[0]"
"","17822","COVIDCONTROL_02","survey-multi-choice-vertical","2","34442","0.0-2.0","{""Q0"":""Si tuviera que elegir aquella situación que más lo(a) representa durante la pandemia del COVID-19, ¿cuál sería?""}","{""Q0"":"" Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.""}",""
"","6441","COVIDCONTROL_03","survey-multi-choice-vertical","3","40886","0.0-3.0","{""Q0"":""De forma general, ¿cómo describiría su estado de salud en este último tiempo? Usted diría que es:""}","{""Q0"":"" Bastante bueno""}",""
"","9237.450000000536","COVIDCONTROL_04","survey-multi-select","4","50126","0.0-4.0","{""Q0"":""A su alrededor, ¿ha habido diagnósticos de COVID-19? (Marque todas las alternativas que se ajusten a su realidad)""}","{""Q0"":[""&nbsp;No""]}","[0]"
"","8227","COVIDCONTROL_05","survey-multi-choice-vertical","5","58356","0.0-5.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Infectarse con COVID-19""}","{""Q0"":"" Muy alto riesgo""}",""
"","10352","COVIDCONTROL_06","survey-multi-choice-vertical","6","68710","0.0-6.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Muy alto riesgo""}",""
"","10991","COVIDCONTROL_07","survey-multi-choice-vertical","7","79704","0.0-7.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Morir de COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","7222","COVIDCONTROL_08","survey-multi-choice-vertical","8","86928","0.0-8.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Infectarse con COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","6025","COVIDCONTROL_09","survey-multi-choice-vertical","9","92956","0.0-9.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","4068","COVIDCONTROL_10","survey-multi-choice-vertical","10","97026","0.0-10.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Morir de COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","10057","COVIDCONTROL_11","survey-multi-choice-vertical","11","107086","0.0-11.0","{""Q0"":""Cuando compara la situación financiera de su hogar antes y después de la pandemia por COVID-19, ¿considera que ahora es mejor, peor o que se ha mantenido igual que antes?""}","{""Q0"":"" Igual""}",""
"","8125","COVIDCONTROL_12","survey-multi-choice-vertical","12","115212","0.0-12.0","{""Q0"":""¿Cuál de las siguientes frases describe mejor su situación laboral durante la pandemia por COVID-19?""}","{""Q0"":"" Tengo el mismo trabajo""}",""
"","12173.445000000356","COVIDCONTROL_13","html-slider-response-CSCN","13","127388","0.0-13.0","{""Q0"":""¿En qué medida considera que las consecuencias de la pandemia han afectado su calidad de vida?""}","{""Q0"":""3""}",""
