"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses","question_order"
"[{""page_index"":0,""viewing_time"":2687}]","2688","Instructions","COVIDCONTROL","instructions","95","828132","0.0-112.0","","",""
"","27533.199999999837","COVIDCONTROL_01","COVIDCONTROL","survey-multi-select","96","855682","0.0-113.0","{""Q0"":""Quién más vive en su casa además de usted actualmente? (puede marcar más de una alternativa)""}","{""Q0"":[""&nbsp;Hermano/a(s)/otro familiar menor de 60 años"",""&nbsp;Mascota(s)""]}","[0]"
"","24167","COVIDCONTROL_02","COVIDCONTROL","survey-multi-choice-vertical","97","879861","0.0-114.0","{""Q0"":""Si tuviera que elegir aquella situación que más lo(a) representa durante la pandemia del COVID-19, ¿cuál sería?""}","{""Q0"":"" Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo""}",""
"","7135","COVIDCONTROL_03","COVIDCONTROL","survey-multi-choice-vertical","98","887007","0.0-115.0","{""Q0"":""De forma general, ¿cómo describiría su estado de salud en este último tiempo? Usted diría que es:""}","{""Q0"":"" Bueno""}",""
"","23385.70000000007","COVIDCONTROL_04","COVIDCONTROL","survey-multi-select","99","910411","0.0-116.0","{""Q0"":""A su alrededor, ¿ha habido diagnósticos de COVID-19? (Marque todas las alternativas que se ajusten a su realidad)""}","{""Q0"":[""&nbsp;En mi país"",""&nbsp;En mi provincia o región"",""&nbsp;En mi ciudad""]}","[0]"
"","11646","COVIDCONTROL_05","COVIDCONTROL","survey-multi-choice-vertical","100","922075","0.0-117.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Infectarse con COVID-19""}","{""Q0"":"" Muy bajo riesgo""}",""
"","6691","COVIDCONTROL_06","COVIDCONTROL","survey-multi-choice-vertical","101","928781","0.0-118.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Bajo riesgo""}",""
"","4966","COVIDCONTROL_07","COVIDCONTROL","survey-multi-choice-vertical","102","933761","0.0-119.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Morir de COVID-19""}","{""Q0"":"" Muy bajo riesgo""}",""
"","5197","COVIDCONTROL_08","COVIDCONTROL","survey-multi-choice-vertical","103","938972","0.0-120.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Infectarse con COVID-19""}","{""Q0"":"" Bajo riesgo""}",""
"","6308","COVIDCONTROL_09","COVIDCONTROL","survey-multi-choice-vertical","104","945293","0.0-121.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","4089","COVIDCONTROL_10","COVIDCONTROL","survey-multi-choice-vertical","105","949394","0.0-122.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Morir de COVID-19""}","{""Q0"":"" Muy bajo riesgo""}",""
"","22329","COVIDCONTROL_11","COVIDCONTROL","survey-multi-choice-vertical","106","971737","0.0-123.0","{""Q0"":""Cuando compara la situación financiera de su hogar antes y después de la pandemia por COVID-19, ¿considera que ahora es mejor, peor o que se ha mantenido igual que antes?""}","{""Q0"":"" Igual""}",""
"","24309","COVIDCONTROL_12","COVIDCONTROL","survey-multi-choice-vertical","107","996059","0.0-124.0","{""Q0"":""¿Cuál de las siguientes frases describe mejor su situación laboral durante la pandemia por COVID-19?""}","{""Q0"":"" Tengo el mismo trabajo""}",""
"","15751.899999999907","COVIDCONTROL_13","COVIDCONTROL","html-slider-response-CSCN","108","1011836","0.0-125.0","{""Q0"":""¿En qué medida considera que las consecuencias de la pandemia han afectado su calidad de vida?""}","{""Q0"":""5""}",""
