"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses"
"[{""page_index"":0,""viewing_time"":1457}]","1457","Instructions","OTRASRELIG","instructions","84","629897","0.0-98.0","",""
"","10709.28500010632","OTRASRELIG_01","OTRASRELIG","html-slider-response-CSCN","85","640610","0.0-99.0","{""Q0"":""¿Qué tan importante considera que es Dios en su vida? ""}","{""Q0"":""6""}"
"","2032","OTRASRELIG_02","OTRASRELIG","survey-multi-choice-vertical","86","642642","0.0-100.0","{""Q0"":""¿Cree usted en Dios?""}","{""Q0"":"" Sí""}"
"","3351","OTRASRELIG_03","OTRASRELIG","survey-multi-choice-vertical","87","645994","0.0-101.0","{""Q0"":""¿Cree usted en la vida después de la muerte?""}","{""Q0"":"" No""}"
"","2063","OTRASRELIG_04","OTRASRELIG","survey-multi-choice-vertical","88","648058","0.0-102.0","{""Q0"":""¿Cree usted en el Infierno?""}","{""Q0"":"" No""}"
"","1919","OTRASRELIG_05","OTRASRELIG","survey-multi-choice-vertical","89","649978","0.0-103.0","{""Q0"":""¿Cree usted en el Cielo?""}","{""Q0"":"" No""}"
"","3103","OTRASRELIG_06","OTRASRELIG","survey-multi-choice-vertical","90","653082","0.0-104.0","{""Q0"":""Fui criado(a)""}","{""Q0"":"" Religioso(a), Católico(a)""}"
"","6774","OTRASRELIG_08","OTRASRELIG","survey-multi-choice-vertical","91","659858","0.0-106.0","{""Q0"":""¿Cuál de los siguientes corresponde a su preferencia y/o afiliación religiosa?""}","{""Q0"":"" No tengo una preferencia y/o afiliación religiosa""}"
"","12231","OTRASRELIG_10","OTRASRELIG","survey-multi-choice-vertical","92","672090","0.0-108.0","{""Q0"":""¿Su familia y/o amigos pertenecen a su mismo grupo religioso?""}","{""Q0"":"" La gran mayoría""}"
"","10143","OTRASRELIG_11","OTRASRELIG","survey-multi-choice-vertical","93","682234","0.0-109.0","{""Q0"":""Sin considerar matrimonios y funerales, y sin considerar el periodo de pandemia, ¿qué tan seguido asiste a servicios religiosos?""}","{""Q0"":"" Solo para los festivos""}"
