"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses","question_order"
"[{""page_index"":0,""viewing_time"":882}]","884","Instructions","COVIDCONTROL","instructions","96","920569","0.0-112.0","","",""
"","8144.5999999996275","COVIDCONTROL_01","COVIDCONTROL","survey-multi-select","97","928756","0.0-113.0","{""Q0"":""Quién más vive en su casa además de usted actualmente? (puede marcar más de una alternativa)""}","{""Q0"":[""&nbsp;Hermano/a(s)/otro familiar menor de 60 años"",""&nbsp;Mascota(s)""]}","[0]"
"","6983","COVIDCONTROL_02","COVIDCONTROL","survey-multi-choice-vertical","98","935747","0.0-114.0","{""Q0"":""Si tuviera que elegir aquella situación que más lo(a) representa durante la pandemia del COVID-19, ¿cuál sería?""}","{""Q0"":"" Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo""}",""
"","3403","COVIDCONTROL_03","COVIDCONTROL","survey-multi-choice-vertical","99","939173","0.0-115.0","{""Q0"":""De forma general, ¿cómo describiría su estado de salud en este último tiempo? Usted diría que es:""}","{""Q0"":"" Bastante bueno""}",""
"","9604.40000000014","COVIDCONTROL_04","COVIDCONTROL","survey-multi-select","100","948787","0.0-116.0","{""Q0"":""A su alrededor, ¿ha habido diagnósticos de COVID-19? (Marque todas las alternativas que se ajusten a su realidad)""}","{""Q0"":[""&nbsp;En mi país"",""&nbsp;En mi provincia o región"",""&nbsp;En mi ciudad"",""&nbsp;Dentro de mis conocidos""]}","[0]"
"","2779","COVIDCONTROL_05","COVIDCONTROL","survey-multi-choice-vertical","101","951575","0.0-117.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Infectarse con COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","3758","COVIDCONTROL_06","COVIDCONTROL","survey-multi-choice-vertical","102","955339","0.0-118.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","4923","COVIDCONTROL_07","COVIDCONTROL","survey-multi-choice-vertical","103","960267","0.0-119.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Morir de COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","2945","COVIDCONTROL_08","COVIDCONTROL","survey-multi-choice-vertical","104","963232","0.0-120.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Infectarse con COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","2641","COVIDCONTROL_09","COVIDCONTROL","survey-multi-choice-vertical","105","965884","0.0-121.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","1146","COVIDCONTROL_10","COVIDCONTROL","survey-multi-choice-vertical","106","967053","0.0-122.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Morir de COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","7608","COVIDCONTROL_11","COVIDCONTROL","survey-multi-choice-vertical","107","974681","0.0-123.0","{""Q0"":""Cuando compara la situación financiera de su hogar antes y después de la pandemia por COVID-19, ¿considera que ahora es mejor, peor o que se ha mantenido igual que antes?""}","{""Q0"":"" Mejor""}",""
"","7768","COVIDCONTROL_12","COVIDCONTROL","survey-multi-choice-vertical","108","982461","0.0-124.0","{""Q0"":""¿Cuál de las siguientes frases describe mejor su situación laboral durante la pandemia por COVID-19?""}","{""Q0"":"" No lo sé / Prefiero no responder""}",""
"","4446.200000000361","COVIDCONTROL_13","COVIDCONTROL","html-slider-response-CSCN","109","986916","0.0-125.0","{""Q0"":""¿En qué medida considera que las consecuencias de la pandemia han afectado su calidad de vida?""}","{""Q0"":""7""}",""
