"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","stimulus","responses"
"true","fullscreen","0","1623","0.0-0.0","","","","",""
"","instructions","1","5351","0.0-1.0","[{""page_index"":0,""viewing_time"":3727}]","3727","Instructions","",""
"","survey-multi-choice-vertical","2","16960","0.0-2.0","","11605","EAR_01","{""Q0"":""Siento que soy una persona digna de aprecio, al menos en igual medida que los demás.""}","{""Q0"":"" Muy en desacuerdo""}"
"","survey-multi-choice-vertical","3","30185","0.0-3.0","","13220","EAR_02","{""Q0"":""Creo que tengo un buen número de cualidades.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","4","41222","0.0-4.0","","11032","EAR_03","{""Q0"":""En general, me inclino a pensar que soy un/a fracasado/a.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","5","48995","0.0-5.0","","7768","EAR_04","{""Q0"":""Soy capaz de hacer las cosas tan bien como la mayoría de la gente.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","6","63339","0.0-6.0","","14339","EAR_05","{""Q0"":""Siento que no tengo muchos motivos para sentirme orgulloso/a de mi.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","7","70938","0.0-7.0","","7586","EAR_06","{""Q0"":""Tengo una actitud positiva hacia mí mismo/a.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","8","79488","0.0-8.0","","8545","EAR_07","{""Q0"":""En general, estoy satisfecho conmigo mismo/a.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","9","88137","0.0-9.0","","8644","EAR_08","{""Q0"":""Desearía valorarme más a mi mismo/a.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","10","95810","0.0-10.0","","7668","EAR_09","{""Q0"":""A veces me siento verdaderamente inútil.""}","{""Q0"":"" Muy en desacuerdo""}"
"","survey-multi-choice-vertical","11","102006","0.0-11.0","","6191","EAR_10","{""Q0"":""A veces pienso que no soy bueno/a para nada.""}","{""Q0"":"" Muy en desacuerdo""}"
