"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses"
"[{""page_index"":0,""viewing_time"":1739}]","1741","Instructions","OTRASRELIG","instructions","84","598535","0.0-98.0","",""
"","3177.7000000001863","OTRASRELIG_01","OTRASRELIG","html-slider-response-CSCN","85","601722","0.0-99.0","{""Q0"":""¿Qué tan importante considera que es Dios en su vida? ""}","{""Q0"":""1""}"
"","1412","OTRASRELIG_02","OTRASRELIG","survey-multi-choice-vertical","86","603141","0.0-100.0","{""Q0"":""¿Cree usted en Dios?""}","{""Q0"":"" No""}"
"","2683","OTRASRELIG_03","OTRASRELIG","survey-multi-choice-vertical","87","605831","0.0-101.0","{""Q0"":""¿Cree usted en la vida después de la muerte?""}","{""Q0"":"" No""}"
"","1683","OTRASRELIG_04","OTRASRELIG","survey-multi-choice-vertical","88","607519","0.0-102.0","{""Q0"":""¿Cree usted en el Infierno?""}","{""Q0"":"" No""}"
"","1406","OTRASRELIG_05","OTRASRELIG","survey-multi-choice-vertical","89","608932","0.0-103.0","{""Q0"":""¿Cree usted en el Cielo?""}","{""Q0"":"" No""}"
"","3894","OTRASRELIG_06","OTRASRELIG","survey-multi-choice-vertical","90","612835","0.0-104.0","{""Q0"":""Fui criado(a)""}","{""Q0"":"" Religioso(a), Católico(a)""}"
"","3923","OTRASRELIG_08","OTRASRELIG","survey-multi-choice-vertical","91","616767","0.0-106.0","{""Q0"":""¿Cuál de los siguientes corresponde a su preferencia y/o afiliación religiosa?""}","{""Q0"":"" No tengo una preferencia y/o afiliación religiosa""}"
"","9300","OTRASRELIG_10","OTRASRELIG","survey-multi-choice-vertical","92","626078","0.0-108.0","{""Q0"":""¿Su familia y/o amigos pertenecen a su mismo grupo religioso?""}","{""Q0"":"" Casi nadie o nadie""}"
"","14806","OTRASRELIG_11","OTRASRELIG","survey-multi-choice-vertical","93","640898","0.0-109.0","{""Q0"":""Sin considerar matrimonios y funerales, y sin considerar el periodo de pandemia, ¿qué tan seguido asiste a servicios religiosos?""}","{""Q0"":"" Menos de una vez al año""}"
