"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","stimulus","responses"
"true","fullscreen","0","2356","0.0-0.0","","","","",""
"","instructions","1","6667","0.0-1.0","[{""page_index"":0,""viewing_time"":4309}]","4310","Instructions","",""
"","survey-multi-choice-vertical","2","10929","0.0-2.0","","4259","SASS_01","{""Q0"":""1. ¿Tiene usted algún trabajo?""}","{""Q0"":"" No""}"
"","survey-multi-choice-vertical","3","23712","0.0-4.0-0.0","","12777","SASS_03","{""Q0"":""2. ¿Qué tan interesado/a está en actividades relacionadas a su hogar?""}","{""Q0"":"" Poco""}"
"","survey-multi-choice-vertical","4","31127","0.0-5.0","","7410","SASS_04","{""Q0"":""3. Realiza estas actividades, con: ""}","{""Q0"":"" Algo de gozo""}"
"","survey-multi-choice-vertical","5","43058","0.0-6.0","","11926","SASS_05","{""Q0"":""4. ¿Está interesado/a en pasatiempos/ocio?""}","{""Q0"":"" Mucho""}"
"","survey-multi-choice-vertical","6","51792","0.0-7.0","","8729","SASS_06","{""Q0"":""5. La calidad de tu tiempo libre es:""}","{""Q0"":"" Buena""}"
"","survey-multi-choice-vertical","7","59666","0.0-8.0","","7869","SASS_07","{""Q0"":""6. ¿Con qué frecuencia usted busca contacto con los miembros de su familia? (Cónyuges, Hijos, Padres, etc.)""}","{""Q0"":"" Muy frecuente""}"
"","survey-multi-choice-vertical","8","66376","0.0-9.0","","6696","SASS_08","{""Q0"":""7. El estado de relaciones de su familia es:""}","{""Q0"":"" Muy bueno""}"
"","survey-multi-choice-vertical","9","79471","0.0-10.0","","13092","SASS_09","{""Q0"":""8- Fuera de su familia, ¿tiene relaciones con:""}","{""Q0"":"" Algunas personas?""}"
"","survey-multi-choice-vertical","10","89491","0.0-11.0","","10015","SASS_10","{""Q0"":""9. ¿Intenta formar relaciones con otras personas:""}","{""Q0"":"" Moderadamente?""}"
"","survey-multi-choice-vertical","11","102564","0.0-12.0","","13068","SASS_11","{""Q0"":""10. ¿En general, cómo valora sus relaciones con otras personas?""}","{""Q0"":"" Justa""}"
"","survey-multi-choice-vertical","12","110908","0.0-13.0","","8341","SASS_12","{""Q0"":""11. ¿Qué valor le otorga a sus relaciones con otras personas?""}","{""Q0"":"" Gran valor""}"
"","survey-multi-choice-vertical","13","119567","0.0-14.0","","8655","SASS_13","{""Q0"":""12. ¿Qué tan a menudo las personas en su círculo social buscan tomar contacto con usted?""}","{""Q0"":"" A menudo""}"
"","survey-multi-choice-vertical","14","130130","0.0-15.0","","10558","SASS_14","{""Q0"":""13. ¿Se preocupa de las normas sociales, las buenas maneras, la cortesía, etc.?""}","{""Q0"":"" Raramente""}"
"","survey-multi-choice-vertical","15","140309","0.0-16.0","","10173","SASS_15","{""Q0"":""14. ¿Hasta qué punto está usted involucrado/a en la vida comunitaria (Club, etc.)""}","{""Q0"":"" Levemente""}"
"","survey-multi-choice-vertical","16","149762","0.0-17.0","","9448","SASS_16","{""Q0"":""15. ¿Le gusta buscar información acerca de cosas, situaciones, y personas para mejorar su comprensión de ellos?""}","{""Q0"":"" Mucho""}"
"","survey-multi-choice-vertical","17","159284","0.0-18.0","","9518","SASS_17","{""Q0"":""16. ¿Está interesado/a en información científica, técnica o cultural?""}","{""Q0"":"" Mucho""}"
"","survey-multi-choice-vertical","18","171846","0.0-19.0","","12560","SASS_18","{""Q0"":""17. ¿Con qué frecuencia encuentra dificultad para expresar su opinión a las personas?""}","{""Q0"":"" A veces""}"
"","survey-multi-choice-vertical","19","184075","0.0-20.0","","12224","SASS_19","{""Q0"":""18. ¿Con qué frecuencia se siente rechazado/a o excluido/a de su círculo?""}","{""Q0"":"" A veces""}"
"","survey-multi-choice-vertical","20","191425","0.0-21.0","","7345","SASS_20","{""Q0"":""19. ¿Qué tan importante considera su apariencia física?""}","{""Q0"":"" Moderadamente""}"
"","survey-multi-choice-vertical","21","202963","0.0-22.0","","11533","SASS_21","{""Q0"":""20. ¿En qué grado tiene dificultades para manejar sus recursos e ingresos económicos?""}","{""Q0"":"" A veces""}"
"","survey-multi-choice-vertical","22","214528","0.0-23.0","","11560","SASS_22","{""Q0"":""21. ¿Se siente capaz de organizar su entorno de acuerdo a sus deseos y necesidades?""}","{""Q0"":"" Muchísimo""}"
