"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","stimulus","responses"
"true","fullscreen","0","2945","0.0-0.0","","","","",""
"","instructions","1","5101","0.0-1.0","[{""page_index"":0,""viewing_time"":2154}]","2155","Instructions","",""
"","survey-multi-choice-vertical","2","15171","0.0-2.0","","10063","EAR_01","{""Q0"":""Siento que soy una persona digna de aprecio, al menos en igual medida que los demás.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","3","25232","0.0-3.0","","10058","EAR_02","{""Q0"":""Creo que tengo un buen número de cualidades.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","4","33589","0.0-4.0","","8352","EAR_03","{""Q0"":""En general, me inclino a pensar que soy un/a fracasado/a.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","5","40538","0.0-5.0","","6945","EAR_04","{""Q0"":""Soy capaz de hacer las cosas tan bien como la mayoría de la gente.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","6","49214","0.0-6.0","","8672","EAR_05","{""Q0"":""Siento que no tengo muchos motivos para sentirme orgulloso/a de mi.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","7","56294","0.0-7.0","","7076","EAR_06","{""Q0"":""Tengo una actitud positiva hacia mí mismo/a.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","8","61187","0.0-8.0","","4889","EAR_07","{""Q0"":""En general, estoy satisfecho conmigo mismo/a.""}","{""Q0"":"" Muy en desacuerdo""}"
"","survey-multi-choice-vertical","9","66986","0.0-9.0","","5794","EAR_08","{""Q0"":""Desearía valorarme más a mi mismo/a.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","10","74978","0.0-10.0","","7987","EAR_09","{""Q0"":""A veces me siento verdaderamente inútil.""}","{""Q0"":"" Muy de acuerdo""}"
"","survey-multi-choice-vertical","11","81984","0.0-11.0","","7003","EAR_10","{""Q0"":""A veces pienso que no soy bueno/a para nada.""}","{""Q0"":"" Muy de acuerdo""}"
