"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses"
"[{""page_index"":0,""viewing_time"":1252}]","1252","Instructions","SCSORF","instructions","20","86490","0.0-29.0","",""
"","4560","SCSORF_01","SCSORF","survey-multi-choice-vertical","21","91053","0.0-30.0","{""Q0"":""1. Mi fe religiosa es extremadamente importante para mí.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","1922","SCSORF_02","SCSORF","survey-multi-choice-vertical","22","92979","0.0-31.0","{""Q0"":""2. Rezo a diario.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","2140","SCSORF_03","SCSORF","survey-multi-choice-vertical","23","95123","0.0-32.0","{""Q0"":""3. Considero mi fe una fuente de inspiración""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","2684","SCSORF_04","SCSORF","survey-multi-choice-vertical","24","97810","0.0-33.0","{""Q0"":""4. Considero que mi fe le otorga significado y propósito a mi vida.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","1929","SCSORF_05","SCSORF","survey-multi-choice-vertical","25","99741","0.0-34.0","{""Q0"":""5. Me considero activo/a en mi fe o iglesia.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","1852","SCSORF_06","SCSORF","survey-multi-choice-vertical","26","101597","0.0-35.0","{""Q0"":""6. Mi fe es una parte importante de quien soy como persona.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","1630","SCSORF_07","SCSORF","survey-multi-choice-vertical","27","103230","0.0-36.0","{""Q0"":""7. Mi relación con Dios es extremadamente importante para mí.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","2207","SCSORF_08","SCSORF","survey-multi-choice-vertical","28","105442","0.0-37.0","{""Q0"":""8. Disfruto estando alrededor de otras personas que comparten mi fe.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","1849","SCSORF_09","SCSORF","survey-multi-choice-vertical","29","107296","0.0-38.0","{""Q0"":""9. Veo mi fe como una fuente de comodidad.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","1915","SCSORF_10","SCSORF","survey-multi-choice-vertical","30","109214","0.0-39.0","{""Q0"":""10. Mi fe impacta muchas de mis decisiones.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
