"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses"
"[{""page_index"":0,""viewing_time"":1647}]","1649","Instructions","OTRASRELIG","instructions","84","415271","0.0-98.0","",""
"","6502.000000036787","OTRASRELIG_01","OTRASRELIG","html-slider-response-CSCN","85","421793","0.0-99.0","{""Q0"":""¿Qué tan importante considera que es Dios en su vida? ""}","{""Q0"":""4""}"
"","2621","OTRASRELIG_02","OTRASRELIG","survey-multi-choice-vertical","86","424421","0.0-100.0","{""Q0"":""¿Cree usted en Dios?""}","{""Q0"":"" Sí""}"
"","2624","OTRASRELIG_03","OTRASRELIG","survey-multi-choice-vertical","87","427053","0.0-101.0","{""Q0"":""¿Cree usted en la vida después de la muerte?""}","{""Q0"":"" Sí""}"
"","3165","OTRASRELIG_04","OTRASRELIG","survey-multi-choice-vertical","88","430226","0.0-102.0","{""Q0"":""¿Cree usted en el Infierno?""}","{""Q0"":"" No""}"
"","10140","OTRASRELIG_05","OTRASRELIG","survey-multi-choice-vertical","89","440379","0.0-103.0","{""Q0"":""¿Cree usted en el Cielo?""}","{""Q0"":"" No""}"
"","4235","OTRASRELIG_06","OTRASRELIG","survey-multi-choice-vertical","90","444630","0.0-104.0","{""Q0"":""Fui criado(a)""}","{""Q0"":"" Religioso(a), Católico(a)""}"
"","22289","OTRASRELIG_08","OTRASRELIG","survey-multi-choice-vertical","91","466932","0.0-106.0","{""Q0"":""¿Cuál de los siguientes corresponde a su preferencia y/o afiliación religiosa?""}","{""Q0"":"" Católico(a)""}"
"","4328","OTRASRELIG_10","OTRASRELIG","survey-multi-choice-vertical","92","471275","0.0-108.0","{""Q0"":""¿Su familia y/o amigos pertenecen a su mismo grupo religioso?""}","{""Q0"":"" La gran mayoría""}"
"","7504","OTRASRELIG_11","OTRASRELIG","survey-multi-choice-vertical","93","478797","0.0-109.0","{""Q0"":""Sin considerar matrimonios y funerales, y sin considerar el periodo de pandemia, ¿qué tan seguido asiste a servicios religiosos?""}","{""Q0"":"" Menos de una vez al año""}"
