"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses","question_order"
"[{""page_index"":0,""viewing_time"":7416}]","7417","Instructions","COVIDCONTROL","instructions","95","1478416","0.0-112.0","","",""
"","74759.49999998556","COVIDCONTROL_01","COVIDCONTROL","survey-multi-select","96","1553190","0.0-113.0","{""Q0"":""Quién más vive en su casa además de usted actualmente? (puede marcar más de una alternativa)""}","{""Q0"":[""&nbsp;Personas mayores a 60 años""]}","[0]"
"","97437","COVIDCONTROL_02","COVIDCONTROL","survey-multi-choice-vertical","97","1650640","0.0-114.0","{""Q0"":""Si tuviera que elegir aquella situación que más lo(a) representa durante la pandemia del COVID-19, ¿cuál sería?""}","{""Q0"":"" Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo""}",""
"","62654","COVIDCONTROL_03","COVIDCONTROL","survey-multi-choice-vertical","98","1713310","0.0-115.0","{""Q0"":""De forma general, ¿cómo describiría su estado de salud en este último tiempo? Usted diría que es:""}","{""Q0"":"" Ni bueno ni malo""}",""
"","51776.40000003157","COVIDCONTROL_04","COVIDCONTROL","survey-multi-select","99","1765112","0.0-116.0","{""Q0"":""A su alrededor, ¿ha habido diagnósticos de COVID-19? (Marque todas las alternativas que se ajusten a su realidad)""}","{""Q0"":[""&nbsp;En mi país"",""&nbsp;En mi provincia o región"",""&nbsp;En mi ciudad"",""&nbsp;En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa"",""&nbsp;Dentro de mis conocidos"",""&nbsp;Dentro de mis amigos cercanos""]}","[0]"
"","16029","COVIDCONTROL_05","COVIDCONTROL","survey-multi-choice-vertical","100","1781154","0.0-117.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Infectarse con COVID-19""}","{""Q0"":"" Bajo riesgo""}",""
"","73725","COVIDCONTROL_06","COVIDCONTROL","survey-multi-choice-vertical","101","1854892","0.0-118.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Bajo riesgo""}",""
"","8028","COVIDCONTROL_07","COVIDCONTROL","survey-multi-choice-vertical","102","1862933","0.0-119.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Morir de COVID-19""}","{""Q0"":"" Bajo riesgo""}",""
"","12506","COVIDCONTROL_08","COVIDCONTROL","survey-multi-choice-vertical","103","1875451","0.0-120.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Infectarse con COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","41394","COVIDCONTROL_09","COVIDCONTROL","survey-multi-choice-vertical","104","1916858","0.0-121.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","17054","COVIDCONTROL_10","COVIDCONTROL","survey-multi-choice-vertical","105","1933925","0.0-122.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Morir de COVID-19""}","{""Q0"":"" Alto riesgo""}",""
"","16605","COVIDCONTROL_11","COVIDCONTROL","survey-multi-choice-vertical","106","1950539","0.0-123.0","{""Q0"":""Cuando compara la situación financiera de su hogar antes y después de la pandemia por COVID-19, ¿considera que ahora es mejor, peor o que se ha mantenido igual que antes?""}","{""Q0"":"" Mejor""}",""
"","24187","COVIDCONTROL_12","COVIDCONTROL","survey-multi-choice-vertical","107","1974739","0.0-124.0","{""Q0"":""¿Cuál de las siguientes frases describe mejor su situación laboral durante la pandemia por COVID-19?""}","{""Q0"":"" Tengo el mismo trabajo""}",""
"","20284.79999996489","COVIDCONTROL_13","COVIDCONTROL","html-slider-response-CSCN","108","1995047","0.0-125.0","{""Q0"":""¿En qué medida considera que las consecuencias de la pandemia han afectado su calidad de vida?""}","{""Q0"":""5""}",""
