"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","stimulus","responses"
"true","fullscreen","0","600","0.0-0.0","","","","",""
"","instructions","1","1899","0.0-1.0","[{""page_index"":0,""viewing_time"":1296}]","1297","Instructions","",""
"","survey-multi-choice-vertical","2","14012","0.0-2.0","","12104","EAR_01","{""Q0"":""Siento que soy una persona digna de aprecio, al menos en igual medida que los demás.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","3","30098","0.0-3.0","","16079","EAR_02","{""Q0"":""Creo que tengo un buen número de cualidades.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","4","34538","0.0-4.0","","4432","EAR_03","{""Q0"":""En general, me inclino a pensar que soy un/a fracasado/a.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","5","80548","0.0-5.0","","46003","EAR_04","{""Q0"":""Soy capaz de hacer las cosas tan bien como la mayoría de la gente.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","6","90797","0.0-6.0","","10243","EAR_05","{""Q0"":""Siento que no tengo muchos motivos para sentirme orgulloso/a de mi.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","7","98253","0.0-7.0","","7449","EAR_06","{""Q0"":""Tengo una actitud positiva hacia mí mismo/a.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","8","103788","0.0-8.0","","5529","EAR_07","{""Q0"":""En general, estoy satisfecho conmigo mismo/a.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","9","106552","0.0-9.0","","2758","EAR_08","{""Q0"":""Desearía valorarme más a mi mismo/a.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","10","109377","0.0-10.0","","2819","EAR_09","{""Q0"":""A veces me siento verdaderamente inútil.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","11","116393","0.0-11.0","","7009","EAR_10","{""Q0"":""A veces pienso que no soy bueno/a para nada.""}","{""Q0"":"" De acuerdo""}"
