"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses","question_order"
"[{""page_index"":0,""viewing_time"":3724}]","3726","Instructions","COVIDCONTROL","instructions","96","1029073","0.0-112.0","","",""
"","23027.5","COVIDCONTROL_01","COVIDCONTROL","survey-multi-select","97","1052131","0.0-113.0","{""Q0"":""Quién más vive en su casa además de usted actualmente? (puede marcar más de una alternativa)""}","{""Q0"":[""&nbsp;Esposo(a)/Pareja""]}","[0]"
"","33882","COVIDCONTROL_02","COVIDCONTROL","survey-multi-choice-vertical","98","1086028","0.0-114.0","{""Q0"":""Si tuviera que elegir aquella situación que más lo(a) representa durante la pandemia del COVID-19, ¿cuál sería?""}","{""Q0"":"" Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud)""}",""
"","10899","COVIDCONTROL_03","COVIDCONTROL","survey-multi-choice-vertical","99","1096950","0.0-115.0","{""Q0"":""De forma general, ¿cómo describiría su estado de salud en este último tiempo? Usted diría que es:""}","{""Q0"":"" Bueno""}",""
"","23496.59999999404","COVIDCONTROL_04","COVIDCONTROL","survey-multi-select","100","1120476","0.0-116.0","{""Q0"":""A su alrededor, ¿ha habido diagnósticos de COVID-19? (Marque todas las alternativas que se ajusten a su realidad)""}","{""Q0"":[""&nbsp;En mi país"",""&nbsp;En mi provincia o región"",""&nbsp;En mi ciudad"",""&nbsp;En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa"",""&nbsp;Dentro de mis conocidos"",""&nbsp;Dentro de mi familia""]}","[0]"
"","12799","COVIDCONTROL_05","COVIDCONTROL","survey-multi-choice-vertical","101","1133294","0.0-117.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Infectarse con COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","6624","COVIDCONTROL_06","COVIDCONTROL","survey-multi-choice-vertical","102","1139936","0.0-118.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","4751","COVIDCONTROL_07","COVIDCONTROL","survey-multi-choice-vertical","103","1144708","0.0-119.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Morir de COVID-19""}","{""Q0"":"" Bajo riesgo""}",""
"","5141","COVIDCONTROL_08","COVIDCONTROL","survey-multi-choice-vertical","104","1149871","0.0-120.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Infectarse con COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","2832","COVIDCONTROL_09","COVIDCONTROL","survey-multi-choice-vertical","105","1152725","0.0-121.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Bajo riesgo""}",""
"","2119","COVIDCONTROL_10","COVIDCONTROL","survey-multi-choice-vertical","106","1154862","0.0-122.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Morir de COVID-19""}","{""Q0"":"" Bajo riesgo""}",""
"","14502","COVIDCONTROL_11","COVIDCONTROL","survey-multi-choice-vertical","107","1169383","0.0-123.0","{""Q0"":""Cuando compara la situación financiera de su hogar antes y después de la pandemia por COVID-19, ¿considera que ahora es mejor, peor o que se ha mantenido igual que antes?""}","{""Q0"":"" Igual""}",""
"","21245","COVIDCONTROL_12","COVIDCONTROL","survey-multi-choice-vertical","108","1190647","0.0-124.0","{""Q0"":""¿Cuál de las siguientes frases describe mejor su situación laboral durante la pandemia por COVID-19?""}","{""Q0"":"" Tengo el mismo trabajo""}",""
"","14404.800000011921","COVIDCONTROL_13","COVIDCONTROL","html-slider-response-CSCN","109","1205067","0.0-125.0","{""Q0"":""¿En qué medida considera que las consecuencias de la pandemia han afectado su calidad de vida?""}","{""Q0"":""2""}",""
