"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses","question_order"
"[{""page_index"":0,""viewing_time"":3635}]","3636","Instructions","COVIDCONTROL","instructions","95","550033","0.0-112.0","","",""
"","10690.199999997392","COVIDCONTROL_01","COVIDCONTROL","survey-multi-select","96","560750","0.0-113.0","{""Q0"":""Quién más vive en su casa además de usted actualmente? (puede marcar más de una alternativa)""}","{""Q0"":[""&nbsp;Esposo(a)/Pareja""]}","[0]"
"","43415","COVIDCONTROL_02","COVIDCONTROL","survey-multi-choice-vertical","97","604197","0.0-114.0","{""Q0"":""Si tuviera que elegir aquella situación que más lo(a) representa durante la pandemia del COVID-19, ¿cuál sería?""}","{""Q0"":"" Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud)""}",""
"","5302","COVIDCONTROL_03","COVIDCONTROL","survey-multi-choice-vertical","98","609526","0.0-115.0","{""Q0"":""De forma general, ¿cómo describiría su estado de salud en este último tiempo? Usted diría que es:""}","{""Q0"":"" Bastante bueno""}",""
"","31601.60000000184","COVIDCONTROL_04","COVIDCONTROL","survey-multi-select","99","641165","0.0-116.0","{""Q0"":""A su alrededor, ¿ha habido diagnósticos de COVID-19? (Marque todas las alternativas que se ajusten a su realidad)""}","{""Q0"":[""&nbsp;No"",""&nbsp;En mi país"",""&nbsp;En mi provincia o región"",""&nbsp;En mi ciudad"",""&nbsp;Dentro de mis conocidos"",""&nbsp;Dentro de mis amigos cercanos""]}","[0]"
"","7812","COVIDCONTROL_05","COVIDCONTROL","survey-multi-choice-vertical","100","649000","0.0-117.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Infectarse con COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","6980","COVIDCONTROL_06","COVIDCONTROL","survey-multi-choice-vertical","101","656005","0.0-118.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Bajo riesgo""}",""
"","6427","COVIDCONTROL_07","COVIDCONTROL","survey-multi-choice-vertical","102","662454","0.0-119.0","{""Q0"":""Qué tan en riesgo cree que se encuentra de: Morir de COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","5982","COVIDCONTROL_08","COVIDCONTROL","survey-multi-choice-vertical","103","668457","0.0-120.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Infectarse con COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","5709","COVIDCONTROL_09","COVIDCONTROL","survey-multi-choice-vertical","104","674189","0.0-121.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Experimentar una versión severa de la infección COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","4692","COVIDCONTROL_10","COVIDCONTROL","survey-multi-choice-vertical","105","678903","0.0-122.0","{""Q0"":""Qué tan en riesgo cree que se encuentran su familiares o amigos cercanos de: Morir de COVID-19""}","{""Q0"":"" Ni bajo ni alto riesgo""}",""
"","8176","COVIDCONTROL_11","COVIDCONTROL","survey-multi-choice-vertical","106","687097","0.0-123.0","{""Q0"":""Cuando compara la situación financiera de su hogar antes y después de la pandemia por COVID-19, ¿considera que ahora es mejor, peor o que se ha mantenido igual que antes?""}","{""Q0"":"" Mejor""}",""
"","25474","COVIDCONTROL_12","COVIDCONTROL","survey-multi-choice-vertical","107","712591","0.0-124.0","{""Q0"":""¿Cuál de las siguientes frases describe mejor su situación laboral durante la pandemia por COVID-19?""}","{""Q0"":"" Perdí mi trabajo de forma permanente, pero obtuve otro""}",""
"","7110.899999999674","COVIDCONTROL_13","COVIDCONTROL","html-slider-response-CSCN","108","719716","0.0-125.0","{""Q0"":""¿En qué medida considera que las consecuencias de la pandemia han afectado su calidad de vida?""}","{""Q0"":""10""}",""
